device,corner,length_um,width_um,temp_c,vds_v,overdrive_bias_v,vov_v,id_a,gm_s,gds_s,cgg_f,vth_v,gm_id_per_v,gm_gds,ft_hz
nfet,ff,1.2,2.0,27.0,0.9,1.06,0.4923937770000001,5.25324049e-05,0.000189457954,3.40054278e-06,1.45925185e-14,0.567606223,3.606496872942514,55.71403339322201,2066344468.7205248
nfet,ff,1.2,2.0,27.0,0.9,1.08,0.5123937770000001,5.63745171e-05,0.000194726806,3.70707753e-06,1.46223077e-14,0.567606223,3.454163618902201,52.52838777288804,2119483077.7221673
nfet,ff,1.2,2.0,27.0,0.9,1.1,0.5323937770000001,6.03204126e-05,0.000199835978,4.03463955e-06,1.46503988e-14,0.567606223,3.3129080088553637,49.530069668801026,2170922726.438222
nfet,ff,1.2,2.0,27.0,0.9,1.12,0.5523937770000001,6.43668791e-05,0.000204783587,4.38466969e-06,1.46770145e-14,0.567606223,3.181505610701576,46.704450158935465,2220636910.5337596
nfet,ff,1.2,2.0,27.0,0.9,1.14,0.5723937769999999,6.8510667e-05,0.000209567831,4.75873406e-06,1.47023527e-14,0.567606223,3.058908052960571,44.03856747565339,2268599923.922172
nfet,ff,1.2,2.0,27.0,0.9,1.16,0.592393777,7.27484922e-05,0.000214187062,5.15853791e-06,1.4726591e-14,0.567606223,2.944213076075273,41.52088551773384,2314787561.060823
nfet,ff,1.2,2.0,27.0,0.9,1.18,0.612393777,7.70770396e-05,0.000218639822,5.58594118e-06,1.47498895e-14,0.567606223,2.836640108839883,39.1410892013725,2359177567.264631
nfet,ff,1.2,2.0,27.0,0.9,1.2,0.632393777,8.14929668e-05,0.00022292485,6.04297616e-06,1.47723944e-14,0.567606223,2.735510299276526,36.88991055030076,2401749564.411799
nfet,ff,1.2,2.0,27.0,0.9,1.22,0.652393777,8.59929082e-05,0.000227041077,6.53186727e-06,1.479424e-14,0.567606223,2.6402302440098193,34.758985082683715,2442485027.2442265
nfet,ff,1.2,2.0,27.0,0.9,1.24,0.672393777,9.05734785e-05,0.000230987601,7.05505333e-06,1.48155518e-14,0.567606223,2.5502785674727066,32.74073067850218,2481366808.90201
nfet,ff,1.2,2.0,27.0,0.9,1.26,0.692393777,9.52312758e-05,0.000234763654,7.61521254e-06,1.48364484e-14,0.567606223,2.465194885061069,30.82824711285077,2518378724.143671
nfet,ff,1.2,2.0,27.0,0.9,1.28,0.7123937770000001,9.99628837e-05,0.000238368563,8.2152906e-06,1.48570435e-14,0.567606223,2.38457069441265,29.015232035735902,2553505014.585295
nfet,ff,1.2,2.0,27.0,0.9,1.3,0.7323937770000001,0.000104764873,0.000241801711,8.85853216e-06,1.4877448e-14,0.567606223,2.308041847194336,27.295911628772593,2586729763.9842477
nfet,ff,1.2,2.0,27.0,0.9,1.32,0.7523937770000001,0.000109633803,0.000245062483,9.54851603e-06,1.48977717e-14,0.567606223,2.2352821510716,25.66498105360567,2618036195.0252986
nfet,ff,1.2,2.0,27.0,0.9,1.34,0.7723937770000001,0.000114566219,0.000248150221,1.02891946e-05,1.49181251e-14,0.567606223,2.165998172637608,24.117555420712915,2647406027.0144973
nfet,ff,1.2,2.0,27.0,0.9,1.36,0.7923937770000001,0.000119558653,0.000251064174,1.10849378e-05,1.49386207e-14,0.567606223,2.0999247457229218,22.64912790038389,2674818855.6245837
nfet,ff,1.2,2.0,27.0,0.9,1.38,0.8123937769999999,0.000124607621,0.000253803442,1.19405817e-05,1.4959375e-14,0.567606223,2.0368211828713108,21.25553414202593,2700251338.5777926
nfet,ff,1.2,2.0,27.0,0.9,1.4,0.832393777,0.000129709619,0.000256366925,1.28614827e-05,1.49805099e-14,0.567606223,1.9764681060392288,19.9329214974569,2723676539.142316
nfet,ff,1.2,2.0,27.0,0.9,1.42,0.852393777,0.000134861118,0.000258753263,1.38535767e-05,1.50021538e-14,0.567606223,1.9186646739796418,18.677722627399177,2745063235.3607273
nfet,ff,1.2,2.0,27.0,0.9,1.44,0.872393777,0.000140058558,0.000260960782,1.49234442e-05,1.50244437e-14,0.567606223,1.8632262514083573,17.48663234188258,2764375123.4813776
nfet,ff,1.2,2.0,27.0,0.9,1.46,0.892393777,0.000145298343,0.000262987433,1.60783799e-05,1.50475257e-14,0.567606223,1.8099823271900632,16.356587830095993,2781570257.2947683
nfet,ff,1.2,2.0,27.0,0.9,1.48,0.912393777,0.000150576833,0.000264830735,1.73264674e-05,1.50715568e-14,0.567606223,1.7587747711495565,15.284750716121165,2796600319.212533
nfet,ff,1.2,2.0,27.0,0.9,1.5,0.932393777,0.00015589033,0.000266487709,1.86766578e-05,1.50967056e-14,0.567606223,1.7094563145770492,14.268490211348201,2809410031.8538747
nfet,ff,1.2,2.0,27.0,0.9,1.52,0.952393777,0.000161235076,0.000267954827,2.01388486e-05,1.51231526e-14,0.567606223,1.6618891723039222,13.305369751873501,2819936845.865303
nfet,ff,1.2,2.0,27.0,0.9,1.54,0.9723937770000001,0.00016660723,0.000269227947,2.17239619e-05,1.51510911e-14,0.567606223,1.615943959934992,12.393132902705009,2828110417.970678
nfet,ff,1.2,2.0,27.0,0.9,1.56,0.9923937770000001,0.000172002868,0.000270302267,2.3444017e-05,1.51807262e-14,0.567606223,1.5714986043139698,11.529690794883829,2833852699.483856
nfet,ff,1.2,2.0,27.0,0.9,1.58,1.0123937770000002,0.000177417959,0.000271172281,2.53121896e-05,1.52122738e-14,0.567606223,1.528437608731594,10.71311037429966,2837078106.6703157
nfet,ff,1.2,2.0,27.0,0.9,1.6,1.0323937770000002,0.000182848356,0.000271831753,2.73428508e-05,1.52459593e-14,0.567606223,1.4866513374613004,9.941602468166925,2837693996.6831183
nfet,ff,1.2,2.0,27.0,0.9,1.62,1.0523937770000003,0.000188289779,0.000272273707,2.95515729e-05,1.52820137e-14,0.567606223,1.4460355121028636,9.21350981625753,2835601851.5416193
nfet,ff,1.2,2.0,27.0,0.9,1.64,1.0723937769999998,0.000193737803,0.000272490458,3.19550869e-05,1.53206698e-14,0.567606223,1.4064909056494255,8.52729516438899,2830698912.137281
nfet,ff,1.2,2.0,27.0,0.9,1.66,1.0923937769999998,0.000199187841,0.000272473671,3.45711733e-05,1.53621567e-14,0.567606223,1.3679232107345347,7.881528018605026,2822880435.9250426
nfet,ff,1.2,2.0,27.0,0.9,1.68,1.1123937769999999,0.000204635134,0.000272214491,3.74184622e-05,1.54066927e-14,0.567606223,1.330243178084952,7.274871146361541,2812042965.190982
nfet,ff,1.2,2.0,27.0,0.9,1.7,1.1323937769999999,0.000210074743,0.000271703731,4.05161172e-05,1.54544771e-14,0.567606223,1.2933669565407966,6.706065382790432,2798088318.702199
nfet,ff,1.2,2.0,27.0,0.9,1.72,1.152393777,0.000215501544,0.000270932152,4.38833768e-05,1.55056814e-14,0.567606223,1.2572167557184648,6.173913033966884,2780928494.591972
nfet,ff,1.2,2.0,27.0,0.9,1.74,1.172393777,0.000220910231,0.000269890847,4.75389257e-05,1.55604389e-14,0.567606223,1.2217218088011506,5.6772601194898265,2760491697.654392
nfet,ff,1.2,2.0,27.0,0.9,1.76,1.192393777,0.000226295326,0.000268571731,5.15000813e-05,1.56188355e-14,0.567606223,1.1868196119967587,5.214976835386083,2736728904.2385283
nfet,ff,1.2,2.0,27.0,0.9,1.78,1.212393777,0.000231651203,0.000266968143,5.57817925e-05,1.56809007e-14,0.567606223,1.1524573994981584,4.785936970383302,2709621112.932242
nfet,ff,1.2,2.0,27.0,0.9,1.8,1.232393777,0.000236972124,0.000265075546,6.03954729e-05,1.57465999e-14,0.567606223,1.1185937886938973,4.388996944173278,2679186853.4541917
nfet,ff,1.2,2.0,125.0,0.9,0.0,-0.477828935,2.47051581e-11,5.21388981e-10,3.20931327e-12,5.26706828e-15,0.477828935,21.104458384340393,162.46122990667098,15754.804986085412
nfet,ff,1.2,2.0,125.0,0.9,0.02,-0.457828935,3.76724148e-11,7.94380727e-10,4.89375386e-12,5.31077558e-15,0.477828935,21.08653589681753,162.32543559107407,23806.24402113852
nfet,ff,1.2,2.0,125.0,0.9,0.04,-0.43782893500000003,5.74230847e-11,1.20959113e-09,7.45927004e-12,5.37090611e-15,0.477828935,21.06454462206904,162.1594503904031,35843.56224384108
nfet,ff,1.2,2.0,125.0,0.9,0.06,-0.417828935,8.74858418e-11,1.84049277e-09,1.13640757e-11,5.44868988e-15,0.477828935,21.03760713885021,161.95710223929606,53760.35864063433
nfet,ff,1.2,2.0,125.0,0.9,0.08,-0.397828935,1.33207863e-10,2.79798855e-09,1.73023752e-11,5.54529513e-15,0.477828935,21.004680106609023,161.71124008454055,80304.78054051287
nfet,ff,1.2,2.0,125.0,0.9,0.1,-0.37782893500000003,2.02677479e-10,4.24903589e-09,2.63239011e-11,5.66176574e-15,0.477828935,20.964519151138642,161.41360939849451,119442.43127027909
nfet,ff,1.2,2.0,125.0,0.9,0.12,-0.357828935,3.08102956e-10,6.44419425e-09,4.00122926e-11,5.79897194e-15,0.477828935,20.9157170501149,161.055361521574,176863.30952169932
nfet,ff,1.2,2.0,125.0,0.9,0.14,-0.337828935,4.67863334e-10,9.75806172e-09,6.07498379e-11,5.95753207e-15,0.477828935,20.856649818171046,160.62695897333415,260685.75703593358
nfet,ff,1.2,2.0,125.0,0.9,0.16,-0.317828935,7.09541881e-10,1.47481881e-08,9.21077439e-11,6.13775348e-15,0.477828935,20.785507515376672,160.11887248060148,382427.7148654833
nfet,ff,1.2,2.0,125.0,0.9,0.18,-0.297828935,1.0743843e-09,2.22401183e-08,1.39416746e-10,6.33957632e-15,0.477828935,20.700338137852533,159.52257485625148,558337.7474653574
nfet,ff,1.2,2.0,125.0,0.9,0.2,-0.277828935,1.62380287e-09,3.34489319e-08,2.10592982e-10,6.56252896e-15,0.477828935,20.599133378794928,158.83213002796077,811205.9977910075
nfet,ff,1.2,2.0,125.0,0.9,0.22,-0.25782893500000004,2.44878826e-09,5.01511162e-08,3.17318578e-10,6.80569966e-15,0.477828935,20.479972490557433,158.04658055665433,1172810.797355408
nfet,ff,1.2,2.0,125.0,0.9,0.24,-0.23782893500000002,3.68341067e-09,7.49251381e-08,4.76703836e-10,7.06772865e-15,0.477828935,20.34123936009557,157.17334840158492,1687204.854767295
nfet,ff,1.2,2.0,125.0,0.9,0.26,-0.217828935,5.52401774e-09,1.11485296e-07,7.13584386e-10,7.34682268e-15,0.477828935,20.181922152914733,156.23281308736483,2415116.944194862
nfet,ff,1.2,2.0,125.0,0.9,0.28,-0.19782893499999998,8.25631396e-09,1.6514265e-07,1.06362468e-09,7.64079309e-15,0.477828935,20.001982821883875,155.2640260284295,3439861.3799912217
nfet,ff,1.2,2.0,125.0,0.9,0.3,-0.17782893500000002,1.22933164e-08,2.43441412e-07,1.57739644e-09,7.94711553e-15,0.477828935,19.80274517297871,154.331153429001,4875341.742146618
nfet,ff,1.2,2.0,125.0,0.9,0.32,-0.157828935,1.82283642e-08,3.57042359e-07,2.32556057e-09,8.26300833e-15,0.477828935,19.587185941786263,153.52958921211845,6877042.1205712445
nfet,ff,1.2,2.0,125.0,0.9,0.34,-0.13782893499999999,2.69091091e-08,5.20958156e-07,3.40518519e-09,8.58552401e-15,0.477828935,19.359918385406523,152.98966926377358,9657309.859580573
nfet,ff,1.2,2.0,125.0,0.9,0.36,-0.11782893500000002,3.95408852e-08,7.56281963e-07,4.94706732e-09,8.91164793e-15,0.477828935,19.12658149089692,152.87480725044995,13506594.260472754
nfet,ff,1.2,2.0,125.0,0.9,0.38,-0.097828935,5.78308698e-08,1.0925603e-06,7.12369386e-09,9.23839721e-15,0.477828935,18.89233732396672,153.36991194060099,18822136.396424126
nfet,ff,1.2,2.0,125.0,0.9,0.4,-0.07782893499999999,8.41868376e-08,1.57087352e-06,1.01572053e-08,9.56291341e-15,0.477828935,18.65937199665046,154.6560765095493,26143945.36070209
nfet,ff,1.2,2.0,125.0,0.9,0.42,-0.057828935000000026,1.21983053e-07,2.24738999e-06,1.43264649e-08,9.88254349e-15,0.477828935,18.423788671693604,156.86982138908533,36193438.08865397
nfet,ff,1.2,2.0,125.0,0.9,0.44,-0.03782893500000001,1.75895653e-07,3.19655292e-06,1.99721482e-08,1.0194905e-14,0.477828935,18.173006924736224,160.0505307686431,49902102.87127068
nfet,ff,1.2,2.0,125.0,0.9,0.46,-0.01782893499999999,2.5228461e-07,4.51219266e-06,2.74986924e-08,1.0497933e-14,0.477828935,17.88532665547851,164.0875353040423,68407539.46724255
nfet,ff,1.2,2.0,125.0,0.9,0.48,0.002171064999999972,3.59557134e-07,6.30412213e-06,3.7371991e-08,1.07899081e-14,0.477828935,17.533019189100557,168.68574462623627,92988020.80107689
nfet,ff,1.2,2.0,125.0,0.9,0.5,0.02217106499999999,5.08397755e-07,8.68791731e-06,5.01118909e-08,1.10694667e-14,0.477828935,17.088819186465525,173.37037485448388,124913423.7930489
nfet,ff,1.2,2.0,125.0,0.9,0.52,0.04217106500000001,7.1171889e-07,1.17673322e-05,6.62789109e-08,1.13355948e-14,0.477828935,16.53367975100394,177.54263068314845,165216657.76501006
nfet,ff,1.2,2.0,125.0,0.9,0.54,0.062171065000000025,9.84205605e-07,1.56120671e-05,8.64552984e-08,1.15876095e-14,0.477828935,15.862607386796991,180.57964507586502,214430564.89324665
nfet,ff,1.2,2.0,125.0,0.9,0.56,0.08217106500000004,1.34141802e-06,2.02369824e-05,1.11221654e-07,1.18251305e-14,0.477828935,15.086261029950977,181.9518202813276,272370421.8083418
nfet,ff,1.2,2.0,125.0,0.9,0.58,0.10217106499999995,1.79855449e-06,2.55901143e-05,1.4113173e-07,1.20480443e-14,0.477828935,14.228156245630347,181.32077244429726,338046000.1405869
nfet,ff,1.2,2.0,125.0,0.9,0.6,0.12217106499999997,2.36910945e-06,3.1554608e-05,1.76689134e-07,1.22564666e-14,0.477828935,13.319185401079718,178.58827696784115,409748747.6959359
nfet,ff,1.2,2.0,125.0,0.9,0.62,0.14217106499999999,3.06371496e-06,3.79647278e-05,2.18329934e-07,1.24507022e-14,0.477828935,12.39172974498907,173.8869567926494,485295848.81632596
nfet,ff,1.2,2.0,125.0,0.9,0.64,0.162171065,3.88940565e-06,4.46310382e-05,2.66414207e-07,1.26312065e-14,0.477828935,11.475027861904811,167.524993139724,562357233.6382283
nfet,ff,1.2,2.0,125.0,0.9,0.66,0.18217106500000002,4.84941687e-06,5.13672768e-05,3.21227732e-07,1.27985506e-14,0.477828935,10.592464656477347,159.90922228346088,638772019.6917951
nfet,ff,1.2,2.0,125.0,0.9,0.68,0.20217106500000004,5.94347918e-06,5.80121912e-05,3.82992864e-07,1.29533881e-14,0.477828935,9.760645144549828,151.47068432063529,712780850.6773723
nfet,ff,1.2,2.0,125.0,0.9,0.7,0.22217106499999995,7.16846498e-06,6.44426044e-05,4.51886011e-07,1.30964279e-14,0.477828935,8.98973554028578,142.60809768683015,783141717.2903707
nfet,ff,1.2,2.0,125.0,0.9,0.72,0.24217106499999996,8.51920354e-06,7.05773566e-05,5.28058443e-07,1.32284097e-14,0.477828935,8.284501745805219,133.65444210878758,849137230.2484255
nfet,ff,1.2,2.0,125.0,0.9,0.74,0.262171065,9.98929903e-06,7.63741307e-05,6.11657339e-07,1.33500848e-14,0.477828935,7.645594597842368,124.86424314774713,910505109.6942452
nfet,ff,1.2,2.0,125.0,0.9,0.76,0.282171065,1.15718383e-05,8.18220858e-05,7.02844793e-07,1.34622003e-14,0.477828935,7.070794084635628,116.41558223794082,967329940.0514178
nfet,ff,1.2,2.0,125.0,0.9,0.78,0.302171065,1.32599324e-05,8.69329993e-05,8.01813512e-07,1.35654867e-14,0.477828935,6.55606655279781,108.42047184158702,1019927766.8673161
nfet,ff,1.2,2.0,125.0,0.9,0.8,0.32217106500000003,1.50470828e-05,9.17328304e-05,9.08798813e-07,1.36606491e-14,0.477828935,6.096386364006716,100.93854557004137,1068743754.0556171
nfet,ff,1.2,2.0,125.0,0.9,0.82,0.34217106499999994,1.69273924e-05,9.62547429e-05,1.02408721e-06,1.37483603e-14,0.477828935,5.686330217051032,93.99076754410397,1114272378.2540467
nfet,ff,1.2,2.0,125.0,0.9,0.84,0.36217106499999996,1.88956548e-05,0.000100533938,1.1480222e-06,1.3829257e-14,0.477828935,5.320479182335613,87.57142327038625,1157001651.0065677
nfet,ff,1.2,2.0,125.0,0.9,0.86,0.382171065,2.09473579e-05,0.000104604205,1.28100805e-06,1.39039368e-14,0.477828935,4.99367058601696,81.65772650687089,1197378593.8057454
nfet,ff,1.2,2.0,125.0,0.9,0.88,0.402171065,2.30786334e-05,0.000108495893,1.42351233e-06,1.39729575e-14,0.477828935,4.7011402763562256,76.2170377547766,1235791182.7985857
nfet,ff,1.2,2.0,125.0,0.9,0.9,0.422171065,2.52861771e-05,0.000112234943,1.57606783e-06,1.40368369e-14,0.477828935,4.438588820925406,71.21200043782379,1272562051.7886846
nfet,ff,1.2,2.0,125.0,0.9,0.92,0.44217106500000003,2.75671564e-05,0.000115842633,1.7392744e-06,1.40960537e-14,0.477828935,4.202197401832857,66.60400049583896,1307949590.3687084
nfet,ff,1.2,2.0,125.0,0.9,0.94,0.46217106499999994,2.99191197e-05,0.00011933579,1.91380109e-06,1.41510491e-14,0.477828935,3.9886130072202626,62.35537779947653,1342153555.6877103
nfet,ff,1.2,2.0,125.0,0.9,0.96,0.48217106499999995,3.23399107e-05,0.000122727237,2.10038894e-06,1.42022284e-14,0.477828935,3.7949157664186126,58.43071950283646,1375322651.5185852
nfet,ff,1.2,2.0,125.0,0.9,0.98,0.502171065,3.48275943e-05,0.000126026357,2.29985457e-06,1.42499635e-14,0.477828935,3.6185777264552557,54.79753313271457,1407562740.5230818
nfet,ff,1.2,2.0,125.0,0.9,1.0,0.522171065,3.73803936e-05,0.00012923968,2.51309472e-06,1.42945952e-14,0.477828935,3.4574189181357364,51.426505722792655,1438944833.891817
nfet,ff,1.2,2.0,125.0,0.9,1.02,0.542171065,3.99966381e-05,0.00013237143,2.74109191e-06,1.43364353e-14,0.477828935,3.3095639105727743,48.29149636211943,1469512257.9490042
nfet,ff,1.2,2.0,125.0,0.9,1.04,0.562171065,4.26747233e-05,0.000135424023,2.98492125e-06,1.43757698e-14,0.477828935,3.1734013141217017,45.36937884039654,1499286853.7614262
nfet,ff,1.2,2.0,125.0,0.9,1.06,0.582171065,4.54130784e-05,0.000138398486,3.24575861e-06,1.44128607e-14,0.477828935,3.047546893451733,42.63979630943658,1528274200.5086105
nfet,ff,1.2,2.0,125.0,0.9,1.08,0.6021710650000001,4.8210142e-05,0.000141294808,3.5248901e-06,1.44479485e-14,0.477828935,2.930810865481375,40.08488321380573,1556467835.3068795
nfet,ff,1.2,2.0,125.0,0.9,1.1,0.6221710650000001,5.10643448e-05,0.000144112221,3.82372303e-06,1.44812549e-14,0.477828935,2.822169197792194,37.6889800514657,1583852538.3667989
nfet,ff,1.2,2.0,125.0,0.9,1.12,0.6421710650000001,5.39740962e-05,0.000146849424,4.14379855e-06,1.45129846e-14,0.477828935,2.720738916235896,35.43835981119304,1610406981.3315735
nfet,ff,1.2,2.0,125.0,0.9,1.14,0.6621710649999999,5.69377759e-05,0.000149504751,4.48680594e-06,1.45433278e-14,0.477828935,2.6257567781111733,33.32097554457637,1636105605.5803804
nfet,ff,1.2,2.0,125.0,0.9,1.16,0.6821710649999999,5.99537278e-05,0.000152076303,4.85459891e-06,1.45724619e-14,0.477828935,2.5365612544946705,31.326234323238868,1660920132.485701
nfet,ff,1.2,2.0,125.0,0.9,1.18,0.7021710649999999,6.30202559e-05,0.00015456203,5.24921381e-06,1.46005537e-14,0.477828935,2.4525769975491323,29.444796038894822,1684820424.9142838
nfet,ff,1.2,2.0,125.0,0.9,1.2,0.722171065,6.61356226e-05,0.000156959798,5.67289026e-06,1.46277613e-14,0.477828935,2.3733018882928003,27.668400199231073,1707775182.1398253
nfet,ff,1.2,2.0,125.0,0.9,1.22,0.742171065,6.92980469e-05,0.000159267427,6.12809405e-06,1.46542361e-14,0.477828935,2.2982960433189352,25.989716492683396,1729752278.2902067
nfet,ff,1.2,2.0,125.0,0.9,1.24,0.762171065,7.2505704e-05,0.000161482704,6.61754277e-06,1.46801239e-14,0.477828935,2.227172416669452,24.40221538605938,1750718913.581198
nfet,ff,1.2,2.0,125.0,0.9,1.26,0.782171065,7.57567245e-05,0.000163603389,7.1442342e-06,1.47055676e-14,0.477828935,2.159589001237771,22.9000596033092,1770641485.8775132
nfet,ff,1.2,2.0,125.0,0.9,1.28,0.802171065,7.90491938e-05,0.000165627208,7.71147761e-06,1.47307079e-14,0.477828935,2.095242216119856,21.478011916318067,1789485545.6138337
nfet,ff,1.2,2.0,125.0,0.9,1.3,0.822171065,8.23811515e-05,0.000167551836,8.3229281e-06,1.47556859e-14,0.477828935,2.033861301392467,20.13135689589821,1807215408.6393626
nfet,ff,1.2,2.0,125.0,0.9,1.32,0.842171065,8.57505899e-05,0.000169374867,8.982624e-06,1.47806439e-14,0.477828935,1.97520351985357,18.85583399683656,1823793841.5242076
nfet,ff,1.2,2.0,125.0,0.9,1.34,0.8621710650000001,8.91554522e-05,0.000171093793,9.69502704e-06,1.48057274e-14,0.477828935,1.9190502518700703,17.647582858108255,1839181699.9340081
nfet,ff,1.2,2.0,125.0,0.9,1.36,0.8821710650000001,9.259363e-05,0.000172705962,1.04650652e-05,1.48310869e-14,0.477828935,1.865203491860077,16.503094696438204,1853337367.589764
nfet,ff,1.2,2.0,125.0,0.9,1.38,0.9021710649999999,9.60629602e-05,0.000174208551,1.12981771e-05,1.48568785e-14,0.477828935,1.8134830598318372,15.41917332841242,1866216515.1667995
nfet,ff,1.2,2.0,125.0,0.9,1.4,0.9221710649999999,9.95612213e-05,0.000175598521,1.22003576e-05,1.48832662e-14,0.477828935,1.763724055482232,14.392899516322373,1877771467.7156003
nfet,ff,1.2,2.0,125.0,0.9,1.42,0.9421710649999999,0.000103086128,0.000176872589,1.31782025e-05,1.49104225e-14,0.477828935,1.7157748809810762,13.421601997692779,1887950984.407799
nfet,ff,1.2,2.0,125.0,0.9,1.44,0.9621710649999999,0.000106635328,0.00017802719,1.42389495e-05,1.49385296e-14,0.477828935,1.6694954039996952,12.50283175735682,1896699879.5691404
nfet,ff,1.2,2.0,125.0,0.9,1.46,0.982171065,0.000110206394,0.00017905845,1.53905137e-05,1.49677799e-14,0.477828935,1.6247555473051771,11.634338755047532,1903958877.687197
nfet,ff,1.2,2.0,125.0,0.9,1.48,1.002171065,0.000113796816,0.000179962166,1.66415112e-05,1.49983764e-14,0.477828935,1.5814341062055726,10.814051911343244,1909664587.989952
nfet,ff,1.2,2.0,125.0,0.9,1.5,1.022171065,0.000117404,0.000180733794,1.80012662e-05,1.50305324e-14,0.477828935,1.5394176859391502,10.040060070885458,1913749688.524163
nfet,ff,1.2,2.0,125.0,0.9,1.52,1.042171065,0.000121025255,0.00018136846,1.94797933e-05,1.50644699e-14,0.477828935,1.4986001062340253,9.310594686854301,1916143556.4330542
nfet,ff,1.2,2.0,125.0,0.9,1.54,1.062171065,0.000124657791,0.000181860981,2.10877457e-05,1.51004184e-14,0.477828935,1.4588817878218296,8.624012428222711,1916772987.0114899
nfet,ff,1.2,2.0,125.0,0.9,1.56,1.082171065,0.00012829871,0.000182205925,2.28363181e-05,1.51386114e-14,0.477828935,1.4201695792576556,7.978778549244328,1915563644.3895476
nfet,ff,1.2,2.0,125.0,0.9,1.58,1.102171065,0.000131945007,0.000182397701,2.473709e-05,1.51792827e-14,0.477828935,1.3823766821278807,7.373450191594889,1912441865.4346259
nfet,ff,1.2,2.0,125.0,0.9,1.6,1.122171065,0.00013559356,0.000182430685,2.68017981e-05,1.52226603e-14,0.477828935,1.3454229315905564,6.806658430875949,1907337135.3751144
nfet,ff,1.2,2.0,125.0,0.9,1.62,1.142171065,0.000139241139,0.00018229941,2.90420224e-05,1.52689605e-14,0.477828935,1.3092352684647315,6.27709074420382,1900185164.814337
nfet,ff,1.2,2.0,125.0,0.9,1.64,1.162171065,0.000142884407,0.000181998794,3.14687772e-05,1.53183793e-14,0.477828935,1.2737484643793218,5.783472069578859,1890931614.5385945
nfet,ff,1.2,2.0,125.0,0.9,1.66,1.182171065,0.000146519932,0.000181524435,3.40920039e-05,1.53710842e-14,0.477828935,1.2389060827573957,5.324545765407471,1879536325.8899755
nfet,ff,1.2,2.0,125.0,0.9,1.68,1.202171065,0.000150144203,0.00018087295,3.69199715e-05,1.54272046e-14,0.477828935,1.2046615612592115,4.899054431826959,1865977979.1935368
nfet,ff,1.2,2.0,125.0,0.9,1.7,1.222171065,0.000153753656,0.000180042351,3.99586078e-05,1.54868228e-14,0.477828935,1.1709793164202873,4.50572131794842,1850258797.2748063
nfet,ff,1.2,2.0,125.0,0.9,1.72,1.242171065,0.000157344702,0.000179032437,4.32108025e-05,1.55499656e-14,0.477828935,1.1378358134994593,4.143233326897828,1832409026.1870635
nfet,ff,1.2,2.0,125.0,0.9,1.74,1.262171065,0.00016091377,0.000177845164,4.66757419e-05,1.56165977e-14,0.477828935,1.1052202928313717,3.810226827910367,1812490626.9173338
nfet,ff,1.2,2.0,125.0,0.9,1.76,1.282171065,0.000164457355,0.000176484939,5.03483555e-05,1.56866171e-14,0.477828935,1.073134971677004,3.5052771286641127,1790599607.554749
nfet,ff,1.2,2.0,125.0,0.9,1.78,1.302171065,0.000167972061,0.000174958815,5.42189596e-05,1.57598542e-14,0.477828935,1.0415947387821836,3.2268936233885244,1766866615.0953634
nfet,ff,1.2,2.0,125.0,0.9,1.8,1.322171065,0.000171454665,0.000173276516,5.82731809e-05,1.58360732e-14,0.477828935,1.0106258467799638,2.9735208087808367,1741455327.6466224
nfet,ss,0.15,2.0,-40.0,0.9,0.0,-0.846406244,3.31808839e-17,1.18245232e-15,4.15274851e-17,8.87114338e-16,0.846406244,,,0.21214078460591812
nfet,ss,0.15,2.0,-40.0,0.9,0.02,-0.826406244,6.76741461e-17,2.41166791e-15,8.38360907e-17,8.78599461e-16,0.846406244,,,0.43686444848911665
nfet,ss,0.15,2.0,-40.0,0.9,0.04,-0.8064062439999999,1.38024708e-16,4.9186998e-15,1.69230927e-16,8.70372736e-16,0.846406244,,,0.8994254465653632
nfet,ss,0.15,2.0,-40.0,0.9,0.06,-0.7864062439999999,2.81507438e-16,1.0031866e-14,3.41570663e-16,8.62430024e-16,0.846406244,,,1.851305054212166
nfet,ss,0.15,2.0,-40.0,0.9,0.08,-0.766406244,5.74144965e-16,2.04602631e-14,6.89337905e-16,8.54768958e-16,0.846406244,,,3.8096282964521344
nfet,ss,0.15,2.0,-40.0,0.9,0.1,-0.746406244,1.17098522e-15,4.17290094e-14,1.39101879e-15,8.47389135e-16,0.846406244,,29.998882617538182,7.8374596062506345
nfet,ss,0.15,2.0,-40.0,0.9,0.12,-0.726406244,2.38824431e-15,8.51062148e-14,2.80660497e-15,8.40292433e-16,0.846406244,,30.323545960228238,16.119477269243266
nfet,ss,0.15,2.0,-40.0,0.9,0.14,-0.706406244,4.87082575e-15,1.73571872e-13,5.66206593e-15,8.33483505e-16,0.846406244,,30.65521916308735,33.14381297865486
nfet,ss,0.15,2.0,-40.0,0.9,0.16,-0.6864062439999999,9.93394019e-15,3.53989347e-13,1.14211886e-14,8.26970531e-16,0.846406244,,30.994089967133544,68.12716084186825
nfet,ss,0.15,2.0,-40.0,0.9,0.18,-0.666406244,2.02597275e-14,7.21922903e-13,2.30349451e-14,8.20766268e-16,0.846406244,,31.340335297781976,139.98820739024436
nfet,ss,0.15,2.0,-40.0,0.9,0.2,-0.646406244,4.13176789e-14,1.47223437e-12,4.64513561e-14,8.14889448e-16,0.846406244,,31.694109571970063,287.5400803757645
