device,corner,length_um,temp_c,gm_id_target_per_v,vov_v,gm_gds,ft_hz
nfet,tt,1.2,125.0,15.0,0.08206802887671684,181.05624153250656,253609569.18301302
nfet,tt,1.2,125.0,10.0,0.19729006523486253,154.27157224844504,652879959.0711529
nfet,tt,1.2,125.0,5.0,0.38543349193762716,81.92412916414612,1151556459.0795321
pfet,ff,0.15,-40.0,20.0,-0.518811630057621,7.231542398516928,245856.56537934844
pfet,ff,0.15,-40.0,15.0,0.08081291268384992,7.405741955974098,5962880520.267084
pfet,ff,0.15,-40.0,10.0,0.17919441323539123,7.670086128179466,12643934878.539114
pfet,ff,0.15,-40.0,5.0,0.4000760273994199,7.955481954332684,28461382134.570946
pfet,ff,0.15,27.0,20.0,,,
pfet,ff,0.15,27.0,15.0,-0.09681693306300217,7.301257161002836,614136303.7082326
pfet,ff,0.15,27.0,10.0,0.1549305538040134,7.536898388082632,7560358065.904686
pfet,ff,0.15,27.0,5.0,0.40130696044544084,7.837291417905765,20006328328.276554
pfet,ff,0.15,125.0,20.0,,,
pfet,ff,0.15,125.0,15.0,,,
pfet,ff,0.15,125.0,10.0,0.08569756835806465,7.428143644861904,3157595360.905588
pfet,ff,0.15,125.0,5.0,0.39129932373396525,7.751661243294752,12622711546.853035
pfet,ff,0.3,-40.0,20.0,-0.057619405378193406,55.860192531358884,420254879.0545155
pfet,ff,0.3,-40.0,15.0,0.0747115235026158,61.007775326876775,2833778789.755077
pfet,ff,0.3,-40.0,10.0,0.1637577084279171,51.81294480833487,5254734330.85743
pfet,ff,0.3,-40.0,5.0,0.3570906032358619,32.112970449154446,9600869872.218197
pfet,ff,0.3,27.0,20.0,-0.4800217428006923,54.52211884973935,1500610.4270031124
pfet,ff,0.3,27.0,15.0,-0.2083622719718111,46.00581959971271,147350633.14491606
pfet,ff,0.3,27.0,10.0,0.1412116054194201,52.3966187455904,3985607037.2260957
pfet,ff,0.3,27.0,5.0,0.35286490125113745,32.93373009218919,8075781957.23245
pfet,ff,0.3,125.0,20.0,-0.5941795912962474,61.42124419560569,811358.2952686117
pfet,ff,0.3,125.0,15.0,-0.39978569049029444,50.47095973824955,17869327.872059822
pfet,ff,0.3,125.0,10.0,0.08012418418989142,51.9412838369931,2379111683.245384
pfet,ff,0.3,125.0,5.0,0.34137433048176835,33.746735039489515,6650076292.865781
pfet,ff,0.6,-40.0,20.0,-0.16369398619582842,195.0495257207706,101422931.43621731
pfet,ff,0.6,-40.0,15.0,0.08838031207175429,186.80741673977002,754957674.1195246
pfet,ff,0.6,-40.0,10.0,0.1724507647951592,144.13480734347644,1316504005.3684359
pfet,ff,0.6,-40.0,5.0,0.3702722934577012,77.03934646244703,2466025107.014671
pfet,ff,0.6,27.0,20.0,-0.36660888122648555,199.33960004515768,1392478.0117633983
pfet,ff,0.6,27.0,15.0,0.03805283058601044,187.16936738237763,421143549.7785902
pfet,ff,0.6,27.0,10.0,0.15316051974853787,146.19373947928145,1028657528.2550246
pfet,ff,0.6,27.0,5.0,0.36370847246693827,78.45254685047989,2046082260.76706
pfet,ff,0.6,125.0,20.0,-0.4451116305564326,209.13406853919878,1194124.5830127236
pfet,ff,0.6,125.0,15.0,-0.2771661547567662,177.7116904231436,13939157.671534833
pfet,ff,0.6,125.0,10.0,0.10530087852844386,147.152719345067,689977920.7268838
pfet,ff,0.6,125.0,5.0,0.3503431506711587,78.86590820443016,1684287322.3597255
pfet,ff,1.2,-40.0,20.0,-0.060310984987979016,654.8878385876442,59102576.152839035
pfet,ff,1.2,-40.0,15.0,0.09017836825378768,577.0956684529037,191859389.38033077
pfet,ff,1.2,-40.0,10.0,0.1737200379065384,388.6690418365377,333466724.9753395
pfet,ff,1.2,-40.0,5.0,0.373502217995687,167.87149145424402,634135790.3478665
pfet,ff,1.2,27.0,20.0,-0.3267121518054084,611.4271477049497,552306.204114321
pfet,ff,1.2,27.0,15.0,0.04269227221068659,573.1730541780638,108769642.37684791
pfet,ff,1.2,27.0,10.0,0.15540158579967014,393.2333196407858,259165388.5407301
pfet,ff,1.2,27.0,5.0,0.3670319462535404,169.4629961615195,521718509.871584
pfet,ff,1.2,125.0,20.0,-0.4008604371699707,672.9863924475551,454204.76534773037
pfet,ff,1.2,125.0,15.0,-0.2309601445086123,513.154411978815,5220043.894213061
pfet,ff,1.2,125.0,10.0,0.11079070052309993,393.3747331737141,173631100.59244695
pfet,ff,1.2,125.0,5.0,0.35478566888106006,168.0286231499149,423364216.35683954
pfet,fs,0.15,-40.0,20.0,-0.4850357307115093,6.343833021612876,598002.5224147604
pfet,fs,0.15,-40.0,15.0,0.07535668546315161,6.520952623167493,5554836233.67869
pfet,fs,0.15,-40.0,10.0,0.17794008437511954,6.807225158641923,12353645730.540113
pfet,fs,0.15,-40.0,5.0,0.40290127360724715,7.260042037322122,28530228310.910873
pfet,fs,0.15,27.0,20.0,,,
pfet,fs,0.15,27.0,15.0,-0.3837207646290327,6.4026812317554045,11065536.556474622
pfet,fs,0.15,27.0,10.0,0.15070376385370599,6.663935048429134,7206602111.607445
pfet,fs,0.15,27.0,5.0,0.4028647060470222,7.098713828104944,19786952581.364246
pfet,fs,0.15,125.0,20.0,,,
pfet,fs,0.15,125.0,15.0,,,
pfet,fs,0.15,125.0,10.0,0.07316688324061334,6.535542561099526,2820493923.146862
pfet,fs,0.15,125.0,5.0,0.38969561720528456,6.942892787678652,12187662580.959463
pfet,fs,0.3,-40.0,20.0,-0.5035870397212088,46.44506242857091,230816.40916220399
pfet,fs,0.3,-40.0,15.0,0.06931021376399987,56.94294576881487,2824351083.357705
pfet,fs,0.3,-40.0,10.0,0.16054357197515123,48.56355095000049,5355008869.553464
pfet,fs,0.3,-40.0,5.0,0.3513768878179956,30.309721579268295,9599070681.327066
pfet,fs,0.3,27.0,20.0,-0.5544276794863341,51.6639073950167,673445.9518842736
pfet,fs,0.3,27.0,15.0,-0.0905183831204986,47.91136419056244,495365286.48371387
pfet,fs,0.3,27.0,10.0,0.1356670638414178,48.78559353026159,4074031587.0478983
pfet,fs,0.3,27.0,5.0,0.34671238639523194,30.77187922834497,8200092653.566089
pfet,fs,0.3,125.0,20.0,,,
pfet,fs,0.3,125.0,15.0,-0.475936696296963,47.51871766690465,9927460.462107023
pfet,fs,0.3,125.0,10.0,0.06586284617614216,47.78060246678957,2337882048.656209
pfet,fs,0.3,125.0,5.0,0.3335498426625929,31.069239623530976,6829449404.520191
pfet,fs,0.6,-40.0,20.0,-0.28642014064241483,182.17601587245025,3027352.942194295
pfet,fs,0.6,-40.0,15.0,0.08605335744379522,179.54541288945126,748565711.3819138
pfet,fs,0.6,-40.0,10.0,0.17063579242157195,138.79106774793613,1309601071.827659
pfet,fs,0.6,-40.0,5.0,0.36601512837069233,74.46202342968571,2408080786.8457212
pfet,fs,0.6,27.0,20.0,-0.41909493085571087,191.8077656008158,741216.5243012644
